Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
65.1,939238393966,1253746,749145.7,99516.0,1001,22225185125,27598875.4,pthread_cond_wait
19.6,283372591523,63863,4437195.1,667409.0,1001,2000066987,37775239.1,pthread_cond_timedwait
7.2,103523321736,83184,1244510.0,19371.5,1001,100158833,9028721.1,poll
4.7,67623762335,8679,7791653.7,6308036.0,6256440,10363397,1834071.0,usleep
2.4,34537204538,346,99818510.2,100108404.0,2074,100558361,5381791.1,select
0.3,4633653836,1769,2619363.4,10690.0,1002,81183859,7632062.5,pthread_rwlock_wrlock
0.2,3564450731,2289546,1556.8,1192.0,992,1166253,1451.7,backtrace
0.2,2186807640,213,10266702.5,1055706.0,1013547,200059383,37910858.8,nanosleep
0.1,1197512783,747301,1602.5,1373.0,1001,990875,2070.5,pthread_cond_broadcast
0.1,1000015122,63378,15778.6,8386.0,1001,8679265,127982.7,pthread_mutex_lock
0.0,692411875,5159,134214.4,28353.0,1002,37919402,814147.2,ioctl
0.0,376956878,58727,6418.8,6573.0,1001,215753,4816.1,read
0.0,262438870,1114,235582.5,8972.0,1012,3887476,618055.6,pthread_rwlock_rdlock
0.0,201249425,64299,3129.9,2665.0,1042,474829,2741.8,open
0.0,119755986,75469,1586.8,1362.0,1001,185868,1300.7,pthread_cond_signal
0.0,87476826,4,21869206.5,21608674.0,71504,44187974,25163290.6,pthread_join
0.0,78419182,10390,7547.6,7174.0,4308,51646,2186.9,accept
0.0,51411361,26962,1906.8,1243.0,1001,610343,4156.7,recvmsg
0.0,44191693,10805,4089.9,3897.0,1132,74259,1442.1,writev
0.0,42212528,12379,3410.0,3216.0,1062,75512,1516.0,send
0.0,31715010,29284,1083.0,1062.0,1001,9037,176.8,openat64
0.0,31357688,21714,1444.1,1342.0,1001,171231,1546.9,close
0.0,29161358,4,7290339.5,9321035.5,490768,10028519,4566762.7,sem_wait
0.0,19619685,741,26477.3,2946.0,1002,16496436,605868.8,open64
0.0,16704779,9960,1677.2,1473.0,1001,74089,1397.7,write
0.0,7170661,630,11382.0,4493.0,1273,203591,19759.6,munmap
0.0,6221613,295,21090.2,7584.0,2364,992327,79415.2,mmap64
0.0,5100259,1250,4080.2,1788.5,1002,64672,6212.7,fread
0.0,3222871,43,74950.5,1583.0,1163,3069094,467529.0,fgets
0.0,3213395,83,38715.6,31229.0,18024,351818,37357.9,pthread_create
0.0,3069705,5,613941.0,607577.0,476021,720739,90067.6,fdatasync
0.0,2574090,4,643522.5,146489.5,2185,2278926,1098695.2,futex
0.0,1547765,811,1908.5,1583.0,1002,18795,1290.6,fopen
0.0,1418724,493,2877.7,2074.0,1001,26530,2638.3,mmap
0.0,1075665,108,9959.9,6733.0,1002,27541,7008.8,fwrite
0.0,1014948,230,4412.8,2685.0,1663,20168,3313.5,fflush
0.0,955386,647,1476.6,1212.0,1002,29245,1752.5,recv
0.0,610149,195,3129.0,2465.0,1253,26650,2395.3,mprotect
0.0,580339,274,2118.0,1863.5,1243,8055,705.9,fopen64
0.0,551532,2,275766.0,275766.0,265417,286115,14635.7,sem_timedwait
0.0,405319,188,2156.0,1512.0,1001,12163,1920.5,fclose
0.0,143337,42,3412.8,2239.5,1012,13305,2842.6,stat64
0.0,96974,16,6060.9,5791.0,2254,13616,2885.0,socket
0.0,96759,33,2932.1,1973.0,1052,6552,1830.5,sendmsg
0.0,96400,1,96400.0,96400.0,96400,96400,0.0,popen
0.0,76692,27,2840.4,3095.0,1032,5711,1567.0,fstat64
0.0,64490,11,5862.7,6682.0,1853,8907,2102.0,connect
0.0,54001,4,13500.3,6026.5,4358,37590,16118.4,ftruncate
0.0,43031,7,6147.3,5110.0,2615,10780,2859.9,socketpair
0.0,23723,9,2635.9,3075.0,1012,5200,1568.2,statx
0.0,19458,4,4864.5,5766.5,1002,6923,2717.2,bind
0.0,11863,2,5931.5,5931.5,3948,7915,2805.1,getdelim
0.0,10210,4,2552.5,2139.5,1182,4749,1649.1,getc
0.0,7934,2,3967.0,3967.0,1562,6372,3401.2,pthread_mutex_trylock
0.0,7063,3,2354.3,2435.0,1903,2725,416.9,lockf
0.0,6843,1,6843.0,6843.0,6843,6843,0.0,pipe2
0.0,5691,1,5691.0,5691.0,5691,5691,0.0,memfd_create
0.0,5370,4,1342.5,1327.5,1012,1703,328.7,fcntl64
0.0,5030,4,1257.5,1217.5,1052,1543,233.6,stat
0.0,3988,1,3988.0,3988.0,3988,3988,0.0,pipe
0.0,3596,2,1798.0,1798.0,1733,1863,91.9,flock
0.0,3116,2,1558.0,1558.0,1293,1823,374.8,fcntl
0.0,2855,2,1427.5,1427.5,1122,1733,432.0,sigaction
0.0,1783,1,1783.0,1783.0,1783,1783,0.0,listen
