Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
66.4,966436705693,674529,1432757.8,92112.0,1001,9178558622,21169873.5,pthread_cond_wait
17.4,252710188786,31653,7983767.4,997705.0,1001,2000056483,42373635.1,pthread_cond_timedwait
7.0,101523471662,41663,2436777.8,19406.0,1001,100191074,12645054.7,poll
4.6,67673864352,8686,7791142.6,6310647.5,6255339,11320895,1834156.6,usleep
2.4,34536986482,347,99530220.4,100108890.0,1022,100164313,7588935.6,select
1.6,23806358988,333,71490567.5,1058177.0,1007743,200233519,94227923.5,nanosleep
0.3,4632384275,1416,3271457.8,28112.5,1002,40854143,7831839.8,pthread_rwlock_wrlock
0.1,1591439644,988685,1609.7,1202.0,961,744090,1727.4,backtrace
0.0,668420846,5394,123919.3,25643.0,1002,43085262,810565.8,ioctl
0.0,658764946,29991,21965.4,8436.0,1001,7146675,159720.1,pthread_mutex_lock
0.0,569132554,337258,1687.5,1403.0,1001,759048,2324.0,pthread_cond_broadcast
0.0,260738440,1173,222283.4,8967.0,1012,4850494,566673.3,pthread_rwlock_rdlock
0.0,188226238,26395,7131.1,6612.0,1001,251721,6291.5,read
0.0,99266779,28043,3539.8,2795.0,1012,90960,2482.6,open
0.0,87413517,4,21853379.3,21359528.5,42640,44651820,25174253.8,pthread_join
0.0,82191035,52222,1573.9,1322.0,1001,295793,2097.1,pthread_cond_signal
0.0,68960671,2980,23141.2,10214.0,1453,184726,25424.6,munmap
0.0,39711726,12409,3200.2,3065.0,1002,52027,1135.3,send
0.0,38470600,4347,8849.9,8205.0,4728,50314,2723.1,accept
0.0,36566418,17756,2059.4,1523.0,1001,70181,1445.0,recvmsg
0.0,30913642,28685,1077.7,1042.0,1001,15459,212.1,openat64
0.0,26981369,4,6745342.3,8128479.5,351627,10372783,4393178.1,sem_wait
0.0,22677741,994,22814.6,2414.0,1001,18830749,597172.7,open64
0.0,20507089,4762,4306.4,4097.0,1002,93785,2130.6,writev
0.0,15299486,9722,1573.7,1403.0,1001,143327,1817.7,close
0.0,14304866,9050,1580.6,1433.0,1001,27270,1002.8,write
0.0,10226041,1693,6040.2,5410.0,1001,118652,4851.3,mmap
0.0,8596595,312,27553.2,7990.0,2404,994769,108895.5,mmap64
0.0,5005413,4,1251353.3,130684.0,1432,4742613,2330667.4,futex
0.0,4993302,1208,4133.5,1774.0,1001,95408,6514.9,fread
0.0,3177395,83,38281.9,32491.0,16751,102342,16476.8,pthread_create
0.0,3149925,5,629985.0,635056.0,495365,744571,89829.8,fdatasync
0.0,2973136,55,54057.0,1342.0,1002,2791656,376034.6,fgets
0.0,1552479,811,1914.3,1583.0,1002,18544,1289.9,fopen
0.0,633644,2,316822.0,316822.0,269133,364511,67442.4,sem_timedwait
0.0,590921,195,3030.4,2475.0,1182,11140,1773.9,mprotect
0.0,559734,274,2042.8,1853.5,1233,6532,647.5,fopen64
0.0,487806,276,1767.4,1272.0,1001,30487,2612.9,recv
0.0,429155,195,2200.8,1492.0,1001,13656,2095.0,fclose
0.0,191802,36,5327.8,3000.5,1684,13054,3745.7,fflush
0.0,168936,18,9385.3,6763.0,1052,18916,6242.2,fwrite
0.0,134122,43,3119.1,1202.0,1012,10209,2452.5,stat64
0.0,110347,1,110347.0,110347.0,110347,110347,0.0,popen
0.0,100831,33,3055.5,2264.0,1132,6793,1787.8,sendmsg
0.0,88567,30,2952.2,2505.0,1012,6672,1878.2,fstat64
0.0,85238,16,5327.4,4503.5,2865,12023,2573.0,socket
0.0,65150,11,5922.7,6051.0,3266,9949,1968.2,connect
0.0,51847,4,12961.8,5855.5,4749,35387,14960.6,ftruncate
0.0,39053,7,5579.0,4719.0,3576,9477,2198.6,socketpair
0.0,27290,9,3032.2,3857.0,1032,5189,1902.1,statx
0.0,17302,3,5767.3,6362.0,1082,9858,4418.1,getdelim
0.0,15838,4,3959.5,4222.5,1302,6091,1989.5,bind
0.0,13075,6,2179.2,1327.0,1002,5501,1757.7,getc
0.0,7404,1,7404.0,7404.0,7404,7404,0.0,pipe2
0.0,6732,3,2244.0,1643.0,1222,3867,1421.2,flock
0.0,6162,3,2054.0,2054.0,1774,2334,280.0,lockf
0.0,5320,1,5320.0,5320.0,5320,5320,0.0,memfd_create
0.0,4818,4,1204.5,1217.0,1021,1363,168.9,fcntl64
0.0,3566,3,1188.7,1182.0,1022,1362,170.1,stat
0.0,2695,1,2695.0,2695.0,2695,2695,0.0,pipe
0.0,2254,2,1127.0,1127.0,1032,1222,134.4,pthread_mutex_trylock
0.0,1763,1,1763.0,1763.0,1763,1763,0.0,listen
0.0,1573,1,1573.0,1573.0,1573,1573,0.0,sigaction
0.0,1253,1,1253.0,1253.0,1253,1253,0.0,fcntl
